feature,mean_abs_shap_avg,mean_abs_shap_std,n_folds_in_topk
X524,0.00026878139351538266,0.00040478290422111564,0
X700,0.00026854324278247077,0.0002458793531785776,0
X183,0.000266756112978328,0.0001801383320399666,0
X690,0.00025190893211402,0.0002853231029564658,0
X515,0.00024969556034193374,0.00018954588569414026,0
X149,0.00024654847220517695,0.0003706653393701858,0
X693,0.00024592631962150335,0.0004259568805028667,0
X672,0.0002385684274486266,0.00028133943785885467,0
X103,0.00023645063629373908,0.00040954451554274567,0
X62,0.00023550553305540234,0.0004079075487155485,0
X213,0.00023200552868729574,0.0003886335602921954,0
X696,0.0002317160458460421,0.0002705213180268005,0
X107,0.00022903972831045394,0.0002821406491356229,0
X355,0.00022616692592691834,0.000318904979630059,0
X622,0.00022560103388968855,0.0003907524529370087,0
X514,0.00020494964701356366,0.0002102433269877945,0
X145,0.00020185724179100362,0.0002551824121879638,0
X593,0.00020127826826410455,0.00022339713005923423,0
X267,0.00019995626098534558,0.0001510165775042823,0
X359,0.00019600559608079493,0.00019665084045746462,0
X391,0.00019524493200151483,0.00028287351563184446,0
X729,0.0001926694058056455,0.00023503522570906998,0
X645,0.00018572014050732832,8.15372658579769e-05,0
X209,0.00017963378559215926,0.00020347970704561613,0
X697,0.0001771614515746478,0.00020588257493261023,0
X400,0.00017255794773518573,0.00020877129199023395,0
X196,0.00017220037943843636,0.00013093290662250006,0
X692,0.0001689623841230059,0.0002507324548290288,0
X397,0.0001642734441702487,0.0001696331675746275,0
X720,0.000163567825438804,0.0002377952313118943,0
X638,0.00016096651961561292,0.000178909492005317,0
X615,0.00015880052023931057,0.00022380950088261208,0
X144,0.00015853210425120778,9.956530990046305e-05,0
X237,0.00014964514269877327,0.0002326149051417376,0
X253,0.0001490819668106269,0.00017864776411430496,0
X542,0.00014837914204690605,0.0002570002128087208,0
X248,0.00014806518720433814,0.00013150281291871902,0
X398,0.00014482077131106053,9.816169877539075e-05,0
X531,0.00014329261443890573,0.000207819907923603,0
X623,0.0001403778514941223,0.00014413732158655282,0
X635,0.0001398727144987788,0.00022305467424129182,0
X148,0.00013657588942805887,0.00019186106047750168,0
X461,0.00013608748031401774,0.0001657371482593629,0
X468,0.0001290354321099585,0.00021661760480341487,0
X250,0.00012881615293736104,0.00020018809082879196,0
X128,0.00012841762145399116,0.00016453002032343158,0
X503,0.00012425374370650388,0.0001297795739985444,0
X447,0.0001228744185937103,0.00014666726120585034,0
X202,0.00012045615585520864,0.00020863618202565667,0
X356,0.00012038008753734175,9.171655213505704e-05,0
X632,0.00011700025561367511,0.00018634061500502242,0
X1,0.0001163202032330446,0.00020147250194637082,0
X318,0.00011463039504633343,9.287918415534624e-05,0
X716,0.0001146224676631391,0.0001985319376814776,0
X111,0.00011240653475397266,0.0001269108177096549,0
X494,0.00010995674256264465,0.00013699070062368383,0
X673,0.0001031268657243345,0.00011921500468010109,0
X246,0.00010218544230156112,0.00014678927501513461,0
X394,9.495533987546878e-05,0.00013306706967108924,0
X258,9.385241082782159e-05,9.392429504553669e-05,0
X666,9.194993617711589e-05,0.0001592619612114803,0
X322,9.036802248374443e-05,7.867071536464609e-05,0
X45,8.893377162166871e-05,0.00013047217732975163,0
X512,8.646009518997744e-05,0.00011022565476600501,0
X396,8.640742089482956e-05,4.559318287142349e-05,0
X375,8.624420297564939e-05,0.0001493793414121077,0
X112,8.267426983366022e-05,6.541003973172012e-05,0
X667,8.263521067419788e-05,0.00010498316791532765,0
X723,8.257692024926655e-05,8.455688840116746e-05,0
X430,7.922859913378488e-05,9.281653633431486e-05,0
X358,7.899742922745645e-05,6.400730052079296e-05,0
X306,7.780407213431317e-05,0.0001139828559314365,0
X207,7.764332031001686e-05,0.00011005034035895168,0
X510,7.738093700027093e-05,5.351103936911467e-05,0
X525,7.018610449449625e-05,5.374584788543425e-05,0
X496,6.979826866881922e-05,9.849595510689675e-05,0
X594,6.259855217649601e-05,5.6856203368232525e-05,0
X230,6.137584568932652e-05,0.00010630608309142081,0
X724,5.733566285925917e-05,9.930828115787673e-05,0
X755,5.660011993313674e-05,7.933559499095039e-05,0
X746,5.644886141453753e-05,5.794659925632915e-05,0
X4,5.462168337544426e-05,9.460753080120976e-05,0
X245,5.069357212050818e-05,3.17700027350702e-05,0
X109,5.051296466263011e-05,5.122604778169397e-05,0
X3,4.968183202436194e-05,8.60514572792974e-05,0
X266,4.937712856190046e-05,7.64192758409128e-05,0
X630,4.8056903324322775e-05,8.323699821215272e-05,0
X348,4.777986714543658e-05,4.067637464793197e-05,0
X511,4.4020175892001134e-05,6.869450627494337e-05,0
X725,4.386350974527886e-05,5.713094587991832e-05,0
X485,4.248534168027618e-05,6.88288758432233e-05,0
X142,3.763332551898202e-05,4.87293826815578e-05,0
X12,3.558935554792697e-05,5.810374808068787e-05,0
X520,3.519401798257604e-05,6.0957827268314425e-05,0
X492,3.504685946609243e-05,2.5818931932218877e-05,0
X10,3.407990425330354e-05,4.286366042721802e-05,0
X528,3.327594049551408e-05,2.4690532580709662e-05,0
X265,3.304243000457063e-05,3.39058260474673e-05,0
X61,3.21635760656136e-05,2.069217038765412e-05,0
X6,3.214995376765728e-05,5.568535338657286e-05,0
X694,3.1564329447064665e-05,2.9308065312841694e-05,0
X64,3.155578815494664e-05,5.465622835724774e-05,0
X662,3.114192611519684e-05,3.936518019540433e-05,0
X502,3.0501445507979952e-05,5.203591306318414e-06,0
X249,2.8436503271223046e-05,4.47429861725255e-05,0
X349,2.7267791665508412e-05,3.191347519745795e-05,0
X244,2.6155522391491104e-05,3.498320876798266e-05,0
X467,2.536861393309664e-05,4.3939728249723106e-05,0
X311,2.469887476763688e-05,4.2779705987328024e-05,0
X519,2.441632022964768e-05,2.8610801759965695e-05,0
X231,2.3329747364186915e-05,3.288922132915912e-05,0
X513,2.325222158106044e-05,1.958706974202024e-05,0
X134,2.204566953878384e-05,3.818421972804715e-05,0
X686,2.109286106133368e-05,3.6533907035221126e-05,0
X350,1.9386265307730355e-05,3.140802428680765e-05,0
X312,1.915055236167973e-05,1.9561292119334006e-05,0
X476,1.8681837673284463e-05,2.4426230227718217e-05,0
X100,1.8140866814064793e-05,3.1420903015300374e-05,0
X663,1.6517748008482158e-05,2.2709111043805707e-05,0
X688,1.5536017599515617e-05,2.6909171829645316e-05,0
X454,1.5013209122116677e-05,2.6003640984162627e-05,0
X60,1.4704434761370067e-05,1.5857161544734293e-05,0
X522,1.4500579936793656e-05,1.8712744391689802e-05,0
X439,1.4360086197484634e-05,1.250347342424059e-05,0
X516,1.392820013279561e-05,2.4124350287989578e-05,0
X206,1.3393784684012644e-05,2.319871557834776e-05,0
X446,1.2182254295112216e-05,8.065523868077998e-06,0
X687,1.170962605101522e-05,2.0281667257990477e-05,0
X11,1.1492247722344473e-05,1.9905156948268336e-05,0
X184,1.1136244211229496e-05,1.200998503345391e-05,0
X147,1.0752576599770691e-05,1.8624008983079037e-05,0
X101,1.0128494977834634e-05,1.7543067905815795e-05,0
X251,9.912076166074257e-06,1.7168219528133138e-05,0
X304,9.217275874107145e-06,9.424591499204924e-06,0
X664,8.838000667310553e-06,8.85534199987357e-06,0
X65,8.01636463165778e-06,1.0223022814294552e-05,0
X665,7.639102477696724e-06,1.3231313615596023e-05,0
X637,7.167155217757681e-06,1.2413876982888685e-05,0
X481,7.068504146445775e-06,1.2243008315155364e-05,0
X633,6.641938398388447e-06,1.1504174766751445e-05,0
X105,6.50521269562887e-06,7.440540218553387e-06,0
X346,6.20682658336591e-06,1.07505389961589e-05,0
X67,5.757227427238831e-06,9.971810414706708e-06,0
X453,5.439833046239073e-06,7.873248421277792e-06,0
X474,5.143703788235143e-06,5.994311140563021e-06,0
X347,4.256852662365418e-06,4.265051199808587e-06,0
X631,4.191336302028503e-06,7.259607426721221e-06,0
X307,4.034736321045784e-06,6.988368303194832e-06,0
X489,3.79757875634823e-06,6.577599351739364e-06,0
X388,3.6209328300174093e-06,4.4465354793731106e-06,0
X66,3.449208634265233e-06,5.974204600452641e-06,0
X517,2.1382606973929796e-06,3.703576167712301e-06,0
X721,2.070406708298833e-06,3.586049611105015e-06,0
X668,1.8231622789244284e-06,3.157809697540171e-06,0
X316,1.6814564105516183e-06,2.912367933787796e-06,0
X518,1.5672377458031406e-06,2.7145354032707564e-06,0
X26,1.0267020797982696e-06,1.7783001664472386e-06,0
X490,9.487657166573626e-07,1.6433104257300497e-06,0
X63,3.4019373629234906e-07,5.892328356750369e-07,0
X229,0.0,0.0,0
X669,0.0,0.0,0
X310,0.0,0.0,0
X658,0.0,0.0,0
X495,0.0,0.0,0
X689,0.0,0.0,0
X395,0.0,0.0,0
X2,0.0,0.0,0
X254,0.0,0.0,0
X260,0.0,0.0,0
X659,0.0,0.0,0
X58,0.0,0.0,0
X255,0.0,0.0,0
X80,0.0,0.0,0
X259,0.0,0.0,0
X57,0.0,0.0,0
X308,0.0,0.0,0
X99,0.0,0.0,0
X351,0.0,0.0,0
X104,0.0,0.0,0
X491,0.0,0.0,0
X110,0.0,0.0,0
X717,0.0,0.0,0
X305,0.0,0.0,0
X236,0.0,0.0,0
X392,0.0,0.0,0
X715,0.0,0.0,0
X482,0.0,0.0,0
X745,0.0,0.0,0
X141,0.0,0.0,0
X714,0.0,0.0,0
X257,0.0,0.0,0
X660,0.0,0.0,0
X661,0.0,0.0,0
X234,0.0,0.0,0
X252,0.0,0.0,0
X273,0.0,0.0,0
X241,0.0,0.0,0
X7,0.0,0.0,0
X8,0.0,0.0,0
X488,0.0,0.0,0
X5,0.0,0.0,0
